,Platform,Genre,Rating,regional_sales_label,Critic_Score,User_Count,User_Score,interval_years_2020,gloabl_sales_log,cluster_label
9377,PS2,Sports,E10+,NA&EU,0.0,0.0006657227780330235,0.0,0.75,0.2574949357461536,17
9378,PS2,Role-Playing,M,NA&EU,0.8063200815494395,0.0024472344375580162,0.0,0.75,0.2574949357461536,1
9379,XB,Action,M,NA,0.6432212028542305,0.0,0.0,0.625,0.2574949357461536,8
9380,PS,Sports,E,NA&EU,0.0,0.0,0.0,0.625,0.2574949357461536,10
9381,XB,Sports,T,NA,0.7757390417940877,0.0,0.0,0.125,0.2574949357461536,11
9382,X360,Shooter,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9383,PS2,Sports,E,NA&EU,0.0,0.0005719590064790765,0.0,0.875,0.2574949357461536,2
9384,PS,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,10
9385,PS3,Action,M,NA&EU,0.5107033639143731,0.0014158329504645995,0.0,0.75,0.2574949357461536,9
9386,3DS,Adventure,E10+,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,2
9387,PS2,Action,T,NA&EU,0.39857288481141695,0.00038443146337118264,0.0,0.625,0.2574949357461536,1
9388,XB,Misc,E,NA,0.8063200815494395,0.0005719590064790765,1.0,0.625,0.2574949357461536,6
9389,DS,Misc,E,NA,0.5412844036697249,0.0,0.0,0.75,0.2574949357461536,16
9390,DS,Misc,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9391,PSP,Role-Playing,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9392,DS,Role-Playing,E,JP&NA,0.5922528032619776,0.0,0.0,0.75,0.2574949357461536,16
9393,DS,Action,T,NA,0.28644240570846075,0.0030098170668816982,0.0,0.75,0.2574949357461536,4
9394,XB,Action,T,NA,0.44954128440366975,0.0010407778642488115,0.6703296703296703,0.625,0.2574949357461536,6
9395,Wii,Puzzle,E,NA,0.7043832823649339,0.0019784155797882815,0.0,0.75,0.2574949357461536,24
9396,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9397,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.625,0.2574949357461536,10
9398,GC,Sports,E,NA,0.8063200815494395,0.00038443146337118264,0.0,0.625,0.2574949357461536,11
9399,PS,Adventure,E,NA&EU,0.7655453618756372,0.0005719590064790765,0.0,0.625,0.2574949357461536,15
9400,PSV,Fighting,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,12
9401,X360,Racing,E10+,NA,0.6228338430173294,0.0017908880366803875,0.0,0.75,0.2574949357461536,21
9402,DS,Platform,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9403,Wii,Role-Playing,T,NA,0.7757390417940877,0.0014158329504645995,0.0,0.75,0.2574949357461536,21
9404,PS3,Sports,E10+,NA,0.7145769622833844,0.0,0.0,0.75,0.2574949357461536,24
9405,SAT,Strategy,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9406,PSP,Sports,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9407,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9408,GBA,Fighting,T,NA&EU,0.561671763506626,0.00047819523492512964,0.0,0.625,0.2574949357461536,1
9409,DS,Action,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,19
9410,X360,Action,T,NA&EU,0.5718654434250765,0.0018846518082343345,0.0,0.875,0.2574949357461536,14
9411,PC,Action,None,EU,0.8063200815494395,0.09302303775867081,0.0,0.875,0.2574949357461536,0
9412,DS,Action,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9413,3DS,Action,None,JP,0.0,0.0,0.0,1.0,0.2574949357461536,20
9414,XB,Action,T,NA,0.8369011213047911,0.0012283054073567055,0.0,0.75,0.2574949357461536,21
9415,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,25
9416,DS,Puzzle,E,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9417,DS,Strategy,E,NA,0.81651376146789,0.0019784155797882815,0.0,0.75,0.2574949357461536,16
9418,PC,Strategy,T,EU,0.9388379204892967,0.09592971467684316,0.0,0.625,0.2574949357461536,0
9419,PS2,Sports,None,JP,0.0,0.0,0.0,0.625,0.2574949357461536,25
9420,GC,Platform,E,NA,0.6126401630988788,0.00047819523492512964,0.0,0.625,0.2574949357461536,8
9421,PSP,Strategy,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9422,PS2,Role-Playing,E,NA&EU,0.6636085626911316,0.0072291867868093124,0.0,0.625,0.2574949357461536,15
9423,3DS,Simulation,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,12
9424,PS3,Adventure,M,NA,0.7043832823649339,0.004697564954852744,0.0,0.75,0.2574949357461536,9
9425,PSP,Action,E10+,NA,0.0,0.0,0.0,0.875,0.2574949357461536,20
9426,PS4,Action,T,JP&NA,0.81651376146789,0.014355233424909282,0.0,1.0,0.2574949357461536,7
9427,PS2,Racing,T,NA&EU,0.582059123343527,0.0013220691789106525,0.0,0.625,0.2574949357461536,15
9428,PSV,Fighting,T,JP&NA,0.7655453618756372,0.0026347619806659102,0.0,0.875,0.2574949357461536,7
9429,Wii,Sports,E,NA,0.8063200815494395,0.0019784155797882815,0.0,0.75,0.2574949357461536,11
9430,DS,Simulation,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9431,PS,Strategy,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,10
9432,X360,Sports,T,NA,0.4291539245667686,0.0,0.0,0.75,0.2574949357461536,16
9433,X360,Fighting,M,JP&NA,0.6330275229357799,0.0026347619806659102,0.0,0.75,0.2574949357461536,9
9434,PC,Strategy,T,EU,0.8776758409785933,0.05214203336114992,0.0,1.0,0.2574949357461536,0
9435,DS,Misc,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,19
9436,GBA,Platform,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9437,PS2,Adventure,T,NA&EU,0.5514780835881754,0.0016033604935724935,0.0,0.625,0.2574949357461536,1
9438,DS,Simulation,E,NA&EU,0.7961264016309889,0.0017908880366803875,0.0,0.75,0.2574949357461536,15
9439,DS,Sports,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,19
9440,PS3,Sports,E10+,NA,0.81651376146789,0.0015095967220185465,0.0,0.75,0.2574949357461536,11
9441,PSV,Adventure,E10+,EU,0.653414882772681,0.0007594865495869705,0.0,0.875,0.2574949357461536,24
9442,Wii,Racing,E,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,2
9443,SNES,Shooter,None,JP,0.0,0.0,0.0,0.375,0.2574949357461536,25
9444,Wii,Misc,E,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9445,PSP,Shooter,M,NA,0.5514780835881754,0.0020721793513422283,0.0,0.75,0.2574949357461536,22
9446,3DS,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9447,PS3,Sports,E,NA,0.6432212028542305,0.00038443146337118264,0.6703296703296703,0.75,0.2574949357461536,6
9448,XOne,Misc,E10+,NA,0.0,0.0,0.0,1.0,0.2574949357461536,4
9449,PS2,Adventure,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,3
9450,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,25
9451,Wii,Adventure,T,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,2
9452,PS3,Misc,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,19
9453,GBA,Fighting,None,NA,0.0,0.0,0.0,0.625,0.2574949357461536,12
9454,PS2,Role-Playing,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,3
9455,XB,Platform,T,NA,0.6839959225280327,0.00038443146337118264,0.0,0.625,0.2574949357461536,21
9456,PS3,Shooter,M,NA&EU,0.5107033639143731,0.0029160532953277515,0.0,0.75,0.2574949357461536,9
9457,DS,Misc,E,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9458,XB,Racing,E,NA,0.7553516819571866,0.0,0.0,0.625,0.2574949357461536,11
9459,PS,Strategy,None,JP&NA,0.0,0.0,0.0,0.5,0.2574949357461536,25
9460,SNES,Role-Playing,None,JP,0.0,0.0,0.0,0.375,0.2574949357461536,25
9461,PC,Action,M,NA,0.7145769622833844,0.1844427150237691,0.0,1.0,0.2574949357461536,22
9462,DS,Platform,E,NA,0.6228338430173294,0.00038443146337118264,0.0,0.75,0.2574949357461536,16
9463,XB,Platform,E,NA,0.81651376146789,0.00047819523492512964,0.0,0.75,0.2574949357461536,11
9464,DS,Simulation,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9465,PS,Shooter,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,10
9466,PS3,Sports,E,JP&NA,0.0,0.0017908880366803875,0.0,1.0,0.2574949357461536,18
9467,DS,Misc,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9468,PC,Role-Playing,M,EU,0.8980632008154945,0.0990239191381234,0.0,0.625,0.2574949357461536,0
9469,GC,Racing,E,NA,0.0,0.0006657227780330235,0.0,0.75,0.2574949357461536,4
9470,PSV,Racing,E,NA&EU,0.6738022426095821,0.0023534706660040695,0.0,0.875,0.2574949357461536,15
9471,PS2,Role-Playing,M,NA&EU,0.5922528032619776,0.0046038011832987965,0.0,0.75,0.2574949357461536,15
9472,DS,Racing,E,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9473,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9474,PS3,Misc,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9475,DS,Simulation,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,19
9476,N64,Platform,None,JP&NA,0.0,0.0,0.0,0.5,0.2574949357461536,13
9477,N64,Shooter,None,JP,0.0,0.0,0.0,0.625,0.2574949357461536,19
9478,N64,Sports,None,NA,0.0,0.0,0.0,0.5,0.2574949357461536,13
9479,XB,Racing,E,NA,0.5718654434250765,0.0006657227780330235,0.0,0.75,0.2574949357461536,21
9480,XB,Misc,E,NA,0.33741080530071355,0.0010407778642488115,0.8901098901098901,0.625,0.2574949357461536,6
9481,X360,Role-Playing,T,NA,0.4291539245667686,0.0016971242651264405,0.0,0.875,0.2574949357461536,21
9482,PS2,Racing,E,NA&EU,0.7451580020387361,0.0,0.0,0.625,0.2574949357461536,15
9483,SAT,Shooter,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9484,WiiU,Action,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,20
9485,X360,Fighting,T,NA,0.8470948012232417,0.005635202670392214,0.0,0.875,0.2574949357461536,21
9486,PC,Fighting,T,NA&EU,0.9286442405708462,0.03301422396414473,0.8901098901098901,0.125,0.2574949357461536,5
9487,X360,Sports,T,NA,0.49031600407747195,0.0016033604935724935,0.0,0.75,0.2574949357461536,16
9488,2600,Sports,None,NA,0.0,0.0,0.0,0.125,0.2574949357461536,13
9489,XB,Simulation,T,NA,0.7757390417940877,0.00047819523492512964,0.0,0.75,0.2574949357461536,21
9490,XB,Strategy,E,NA,0.6330275229357799,0.0011345416358027585,0.0,0.625,0.2574949357461536,11
9491,XB,Action,T,NA,0.6228338430173294,0.0006657227780330235,0.0,0.625,0.2574949357461536,21
9492,GC,Sports,E,NA,0.7757390417940877,0.00047819523492512964,0.0,0.75,0.2574949357461536,11
9493,Wii,Action,E,NA,0.0,0.00047819523492512964,0.0,0.75,0.2574949357461536,4
9494,GC,Action,M,NA,0.8470948012232417,0.0007594865495869705,0.0,0.625,0.2574949357461536,8
9495,DS,Simulation,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,2
9496,GBA,Racing,E,NA,0.6330275229357799,0.0,0.0,0.625,0.2574949357461536,8
9497,Wii,Sports,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9498,PS2,Platform,E10+,NA&EU,0.7859327217125383,0.0020721793513422283,0.0,0.75,0.2574949357461536,15
9499,PS2,Action,T,NA&EU,0.49031600407747195,0.0005719590064790765,0.0,0.625,0.2574949357461536,1
9500,PS4,Action,T,JP&NA,0.8776758409785933,0.021106224976793465,0.0,1.0,0.2574949357461536,7
9501,SAT,Fighting,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9502,PSP,Platform,E10+,JP&NA,0.7349643221202855,0.003291108381543539,0.0,0.75,0.2574949357461536,7
9503,DS,Adventure,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9504,Wii,Misc,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9505,SAT,Misc,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,19
9506,GBA,Shooter,E,NA,0.7961264016309889,0.0,0.0,0.625,0.2574949357461536,8
9507,PS2,Racing,T,NA&EU,0.6738022426095821,0.0014158329504645995,0.0,0.625,0.2574949357461536,15
9508,DS,Action,T,NA,0.6636085626911316,0.0,0.0,0.75,0.2574949357461536,16
9509,Wii,Misc,None,EU,0.0,0.0,0.0,0.75,0.2574949357461536,12
9510,X360,Shooter,M,NA,0.0,0.0,0.0,0.875,0.2574949357461536,12
9511,PC,Simulation,E,EU,0.0,0.0021659431228961755,0.7802197802197801,0.875,0.2574949357461536,6
9512,WiiU,Action,M,NA&EU,0.6330275229357799,0.015199107368894805,0.0,0.875,0.2574949357461536,9
9513,PSP,Fighting,T,JP&NA,0.7859327217125383,0.0009470140926948645,0.0,0.875,0.2574949357461536,7
9514,DS,Role-Playing,E10+,JP&NA,0.7451580020387361,0.0010407778642488115,0.0,0.75,0.2574949357461536,7
9515,DS,Platform,E10+,NA,0.6941896024464832,0.0007594865495869705,0.0,0.75,0.2574949357461536,16
9516,PSP,Misc,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9517,GC,Puzzle,None,JP,0.0,0.0,0.0,0.125,0.2574949357461536,25
9518,X360,Action,None,NA&EU,0.0,0.0,0.0,0.75,0.2574949357461536,10
9519,Wii,Shooter,E,NA,0.0,0.0005719590064790765,0.0,0.75,0.2574949357461536,4
9520,WiiU,Action,E,NA,0.2456676860346585,0.0019784155797882815,0.0,0.875,0.2574949357461536,4
9521,XB,Action,T,NA,0.81651376146789,0.0026347619806659102,0.0,0.625,0.2574949357461536,21
9522,Wii,Puzzle,E10+,NA,0.0,0.0,0.0,0.75,0.2574949357461536,18
9523,Wii,Misc,None,EU,0.0,0.0,0.0,0.875,0.2574949357461536,23
9524,DS,Misc,E,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9525,PS2,Shooter,T,NA&EU,0.6330275229357799,0.0008532503211409175,0.7802197802197801,0.625,0.2574949357461536,5
9526,GBA,Platform,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9527,3DS,Action,E10+,NA,0.4291539245667686,0.0006657227780330235,0.0,0.875,0.2574949357461536,24
9528,DS,Puzzle,E,NA,0.41896024464831805,0.00038443146337118264,0.0,0.75,0.2574949357461536,16
9529,DS,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,19
9530,PS2,Misc,T,NA&EU,0.0,0.0,0.0,0.75,0.2574949357461536,17
9531,3DS,Puzzle,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9532,Wii,Simulation,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9533,PS,Sports,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9534,PS2,Sports,E,NA&EU,0.6024464831804281,0.0,0.0,0.75,0.2574949357461536,26
9535,X360,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9536,PS2,Role-Playing,M,NA&EU,0.7961264016309889,0.00451003741174485,0.0,0.625,0.2574949357461536,1
9537,PSV,Action,M,JP&NA,0.6839959225280327,0.0057289664419461605,0.0,0.875,0.2574949357461536,9
9538,X360,Action,E10+,NA&EU,0.6941896024464832,0.0008532503211409175,0.8901098901098901,0.875,0.2574949357461536,5
9539,3DS,Action,None,JP,0.0,0.0,0.0,1.0,0.2574949357461536,20
9540,PSP,Adventure,E10+,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,2
9541,3DS,Misc,E,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,2
9542,PSP,Racing,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,20
9543,PC,Strategy,T,EU,0.0,0.0,0.0,0.75,0.2574949357461536,23
9544,PS2,Misc,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,19
9545,SNES,Role-Playing,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9546,PSV,Action,T,JP&NA,0.6839959225280327,0.0023534706660040695,0.0,0.875,0.2574949357461536,7
9547,DS,Misc,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9548,PS3,Sports,T,NA,0.39857288481141695,0.0009470140926948645,0.0,0.75,0.2574949357461536,16
9549,GBA,Platform,E,NA,0.6432212028542305,0.0,0.0,0.625,0.2574949357461536,8
9550,XB,Action,T,NA,0.49031600407747195,0.0007594865495869705,0.0,0.625,0.2574949357461536,21
9551,Wii,Action,M,NA,0.6228338430173294,0.0015095967220185465,0.0,0.75,0.2574949357461536,24
9552,PS2,Racing,E,NA&EU,0.5922528032619776,0.0,0.0,0.625,0.2574949357461536,15
9553,PS3,Shooter,T,NA,0.5208970438328238,0.0019784155797882815,0.0,0.75,0.2574949357461536,21
9554,DS,Action,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,19
9555,GC,Sports,E,NA,0.7145769622833844,0.00047819523492512964,0.0,0.625,0.2574949357461536,11
9556,PSP,Action,T,NA,0.6228338430173294,0.0006657227780330235,0.7802197802197801,0.75,0.2574949357461536,6
9557,PSP,Action,T,JP&NA,0.582059123343527,0.0005719590064790765,0.5604395604395604,0.875,0.2574949357461536,7
9558,PS3,Fighting,None,JP&NA,0.0,0.0,0.0,0.875,0.2574949357461536,23
9559,DC,Racing,E,JP,0.8572884811416922,0.0010407778642488115,0.0,0.625,0.2574949357461536,15
9560,X360,Misc,M,NA,0.38837920489296635,0.008635643360118517,0.0,0.875,0.2574949357461536,12
9561,X360,Action,T,NA&EU,0.6024464831804281,0.0021659431228961755,0.0,0.875,0.2574949357461536,14
9562,GC,Fighting,T,NA,0.5107033639143731,0.00038443146337118264,0.0,0.625,0.2574949357461536,21
9563,PS3,Sports,E,NA,0.0,0.0009470140926948645,0.7802197802197801,0.875,0.2574949357461536,6
9564,GEN,Shooter,None,JP,0.0,0.0,0.0,0.375,0.2574949357461536,25
9565,XB,Sports,E,NA,0.7553516819571866,0.0006657227780330235,0.0,0.625,0.2574949357461536,11
9566,DS,Action,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9567,PS2,Role-Playing,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,3
9568,PS3,Misc,T,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9569,Wii,Role-Playing,E10+,NA,0.7451580020387361,0.0016033604935724935,0.0,0.75,0.2574949357461536,24
9570,X360,Action,M,NA,0.39857288481141695,0.005166383812622479,0.0,0.75,0.2574949357461536,8
9571,PS2,Platform,E,NA&EU,0.5412844036697249,0.0005719590064790765,0.0,0.625,0.2574949357461536,15
9572,GBA,Misc,None,NA,0.0,0.0,0.0,0.625,0.2574949357461536,12
9573,PS2,Action,T,NA&EU,0.5310907237512743,0.0012283054073567055,0.0,0.75,0.2574949357461536,1
9574,PSV,Role-Playing,T,JP&NA,0.6941896024464832,0.0033848721530974862,0.0,0.875,0.2574949357461536,7
9575,PS2,Platform,E,NA&EU,0.0,0.0,0.0,0.75,0.2574949357461536,17
9576,PS,Action,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,10
9577,Wii,Action,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9578,XB,Action,M,NA,0.7451580020387361,0.0011345416358027585,0.0,0.75,0.2574949357461536,21
9579,PS2,Simulation,E,NA&EU,0.6432212028542305,0.00047819523492512964,0.0,0.625,0.2574949357461536,15
9580,GC,Platform,None,NA,0.0,0.0,0.0,0.625,0.2574949357461536,12
9581,DS,Misc,E,NA,0.0,0.0,0.0,0.75,0.2574949357461536,4
9582,X360,Action,E,NA,0.0,0.00038443146337118264,0.0,0.875,0.2574949357461536,4
9583,XB,Shooter,None,NA,0.0,0.0,0.0,0.625,0.2574949357461536,12
9584,XB,Misc,E,NA,0.0,0.00038443146337118264,0.0,0.625,0.2574949357461536,4
9585,XB,Action,T,NA,0.6941896024464832,0.00638531284282379,0.0,0.75,0.2574949357461536,21
9586,PS,Sports,E,NA&EU,0.653414882772681,0.0,0.0,0.5,0.2574949357461536,26
9587,PS2,Sports,None,NA&EU,0.0,0.0,0.0,0.75,0.2574949357461536,17
9588,PS2,Strategy,None,JP,0.0,0.0,0.0,0.625,0.2574949357461536,3
9589,GBA,Sports,None,JP,0.0,0.0,0.0,0.625,0.2574949357461536,25
9590,PS3,Misc,None,EU,0.0,0.0,0.0,0.875,0.2574949357461536,23
9591,GC,Misc,None,NA,0.0,0.0,0.0,0.625,0.2574949357461536,12
9592,GBA,Puzzle,E,NA,0.6941896024464832,0.0,0.0,0.625,0.2574949357461536,8
9593,XB,Racing,None,NA,0.0,0.0,0.0,0.625,0.2574949357461536,12
9594,PS2,Racing,E,NA&EU,0.0,0.0,0.0,0.75,0.2574949357461536,2
9595,PS2,Racing,E,NA&EU,0.0,0.00047819523492512964,0.0,0.75,0.2574949357461536,2
9596,PS3,Sports,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,25
9597,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,25
9598,WiiU,Sports,E,NA&EU,0.8674821610601428,0.004041218553975115,0.7802197802197801,0.875,0.2574949357461536,5
9599,PS,Simulation,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,10
9600,Wii,Adventure,None,JP,0.0,0.0,0.0,0.75,0.2574949357461536,3
9601,DS,Puzzle,E,NA,0.6126401630988788,0.00451003741174485,0.0,0.75,0.2574949357461536,16
9602,GBA,Sports,E,NA,0.7349643221202855,0.0,0.0,0.625,0.2574949357461536,8
9603,Wii,Shooter,T,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9604,PS,Adventure,None,NA&EU,0.0,0.0,0.0,0.625,0.2574949357461536,10
9605,X360,Misc,E,NA,0.0,0.0,0.0,0.875,0.2574949357461536,4
9606,PS2,Racing,E,NA&EU,0.582059123343527,0.0,0.0,0.625,0.2574949357461536,15
9607,PSP,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.875,0.2574949357461536,18
9608,GC,Fighting,T,NA,0.6432212028542305,0.0010407778642488115,0.0,0.625,0.2574949357461536,21
9609,X360,Action,T,NA,0.6228338430173294,0.0017908880366803875,0.0,0.75,0.2574949357461536,21
9610,X360,Shooter,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,12
9611,WiiU,Action,None,NA,0.0,0.0,0.0,0.875,0.2574949357461536,20
9612,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9613,SAT,Role-Playing,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9614,3DS,Adventure,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,3
9615,PS,Platform,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,10
9616,XB,Racing,E,NA,0.7655453618756372,0.0011345416358027585,0.0,0.625,0.2574949357461536,11
9617,PS2,Role-Playing,T,NA&EU,0.6126401630988788,0.004134982325529062,0.0,0.75,0.2574949357461536,1
9618,PS3,Racing,None,EU,0.0,0.0,0.0,0.875,0.2574949357461536,23
9619,X360,Shooter,T,NA,0.6126401630988788,0.0019784155797882815,0.0,0.75,0.2574949357461536,21
9620,PSV,Action,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9621,3DS,Strategy,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9622,DS,Racing,E,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,2
9623,X360,Shooter,T,NA,0.3781855249745158,0.003759927239313274,0.34065934065934067,0.75,0.2574949357461536,21
9624,Wii,Racing,E,NA,0.4801223241590214,0.0006657227780330235,0.0,0.75,0.2574949357461536,16
9625,XB,Sports,E,NA,0.7145769622833844,0.0,0.0,0.75,0.2574949357461536,11
9626,Wii,Sports,T,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9627,XB,Racing,E10+,NA,0.7043832823649339,0.0010407778642488115,0.0,0.75,0.2574949357461536,21
9628,GC,Shooter,T,NA,0.8470948012232417,0.0011345416358027585,0.0,0.625,0.2574949357461536,1
9629,PSP,Strategy,None,NA,0.0,0.0,0.0,0.75,0.2574949357461536,12
9630,PS3,Sports,E,NA&EU,0.0,0.0007594865495869705,0.23076923076923075,1.0,0.2574949357461536,2
9631,GC,Misc,E,NA,0.7655453618756372,0.0011345416358027585,0.0,0.75,0.2574949357461536,11
9632,DS,Misc,E,NA,0.5208970438328238,0.0,0.0,0.75,0.2574949357461536,16
9633,SAT,Shooter,None,JP,0.0,0.0,0.0,0.5,0.2574949357461536,25
9634,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,20
9635,XB,Racing,T,NA,0.7145769622833844,0.0014158329504645995,0.0,0.625,0.2574949357461536,21
9636,X360,Strategy,None,NA&EU,0.0,0.0,0.0,0.875,0.2574949357461536,12
9637,PS2,Sports,E,NA&EU,0.7553516819571866,0.0011345416358027585,0.0,0.625,0.2574949357461536,26
9638,Wii,Shooter,M,NA,0.4597349643221203,0.0016033604935724935,0.0,0.75,0.2574949357461536,24
9639,XB,Fighting,T,NA,0.6330275229357799,0.0,0.0,0.625,0.2574949357461536,21
9640,DS,Sports,None,JP,0.0,0.0,0.0,0.875,0.2574949357461536,19
9641,XB,Shooter,T,NA,0.8063200815494395,0.0014158329504645995,0.0,0.625,0.2574949357461536,21
9642,PSP,Sports,None,EU,0.0,0.0,0.0,0.875,0.2574949357461536,23
9643,PC,Racing,E,EU,0.8470948012232417,0.03920263288670523,0.0,1.0,0.2574949357461536,0
9644,DS,Action,E10+,NA,0.36799184505606525,0.00038443146337118264,0.0,0.75,0.2574949357461536,16
9645,PS,Sports,None,JP,0.0,0.0,0.0,0.625,0.2574949357461536,25
9646,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.5,0.2574949357461536,25
9647,GBA,Racing,E,NA,0.7655453618756372,0.0,0.0,0.625,0.24949066497879996,8
9648,PS3,Action,None,JP,0.0,0.0,0.0,0.75,0.24949066497879996,20
9649,SAT,Platform,None,JP,0.0,0.0,0.0,0.5,0.24949066497879996,25
9650,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.24949066497879996,20
9651,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.625,0.24949066497879996,10
9652,DS,Puzzle,E,NA,0.724770642201835,0.0,0.0,0.75,0.24949066497879996,16
9653,DS,Adventure,None,NA,0.0,0.0,0.0,0.75,0.24949066497879996,12
9654,XOne,Action,M,NA,0.0,0.0021659431228961755,0.0,1.0,0.24949066497879996,20
9655,GBA,Platform,E,NA,0.0,0.0,0.0,0.625,0.24949066497879996,4
9656,SAT,Sports,None,JP,0.0,0.0,0.0,0.5,0.24949066497879996,25
9657,PC,Action,M,EU,0.8572884811416922,0.07858341693936297,0.0,0.875,0.24949066497879996,22
9658,3DS,Platform,E10+,NA&EU,0.724770642201835,0.0015095967220185465,0.0,0.875,0.24949066497879996,14
9659,PSV,Action,E10+,EU,0.0,0.0012283054073567055,0.0,1.0,0.24949066497879996,20
9660,SAT,Racing,None,JP,0.0,0.0,0.0,0.5,0.24949066497879996,25
